Number,Descriptor,Context,CharLimit,Text
03346,quest.desc.med_box_located_in_zakov_inside_the,Quest descriptions,512,醫療箱：位於扎科夫，藥店內。
03347,quest.desc.briefcase_located_in_zakov_inside_the.post_office,Quest descriptions,512,公事包：位於扎科夫，郵局內。
03348,quest.desc.coffee_located_in_zakov_inside,Quest descriptions,512,咖啡：位於扎科夫， Roundbucks 商店內。
03349,quest.desc.sapphire_necklace_located_in_zakov,Quest descriptions,512,藍寶石項鍊：位於扎科夫， Tissiny 或 Thenel 商店內。
03350,quest.desc.carton_of_cigarettes_located_in_zakov,Quest descriptions,512,條裝香菸：位於扎科夫，Tabak商店內。
03351,quest.desc.dumbbell_located_in_zakov_inside_the,Quest descriptions,512,啞鈴：位於扎科夫，FitX健身房內。
03352,quest.desc.shoes_located_in_zakov_inside_the_zaka,Quest descriptions,512,鞋：位於扎科夫，Zaka商店內。
03353,quest.desc.shoes_located_in_zakov_inside_the,Quest descriptions,512,鞋：位於扎科夫，Limbertand商店內。
03354,quest.desc.wine_located_in_zakov_inside_da_pino,Quest descriptions,512,紅酒：位於扎科夫， Da Pino 餐廳內。
03355,quest.desc.book_located_in_zakov_inside_the,Quest descriptions,512,書：位於扎科夫，學校內的某間教室裏。
03356,quest.desc.pasta_located_in_zakov_inside_the,Quest descriptions,512,義大利麵：位於扎科夫，商場內的貨架附近。
03357,quest.desc.cctv_camera_located_in_zakov_in_the,Quest descriptions,512,監控攝像頭：位於扎科夫，辦公樓的休息區。
03358,quest.desc.usb_data_located_in_zakov_in_the,Quest descriptions,512,USB：位於扎科夫，辦公樓的藍色辦公室內。
03359,quest.desc.briefcase_located_in_zakov_in_the.financial_offices_largest,Quest descriptions,512,公事包：位於扎科夫，辦公樓最大的辦公室內。
03360,quest.desc.briefcase_located_in_zakov_inside_the.watcher_headquarters_main,Quest descriptions,512,公事包：位於扎科夫，觀察者總部的主控室內。
03361,item.name.container_12x70mm_buckshot,Item name,64,容器：12x70mm 鹿彈
03362,item.name.container_12x70mm_ap_buckshot,Item name,64,容器：12x70mm 穿甲鹿彈
03363,item.name.container_12x70mm_slug,Item name,64,容器：12x70mm 獨頭彈
03364,item.name.container_12x70mm_ap_slug,Item name,64,容器：12x70mm 穿甲獨頭彈
03365,item.name.container_12_7x55mm_bp_round,Item name,64,容器：12.7x55mm 穿甲彈
03366,item.name.container_12_7x55mm_hp_round,Item name,64,容器：12.7x55mm 空尖彈
03367,item.name.container_12_7x55mm_ps_round,Item name,64,容器：12.7x55mm 鋼芯彈
03368,item.name.container_45_acp,Item name,64,容器：.45 ACP 彈
03369,item.name.container_45_acp_ap,Item name,64,容器：.45 ACP 穿甲彈
03370,item.name.container_45_acp_subsonic,Item name,64,容器：.45 ACP 亞音速彈
03371,item.name.container_5_45x39mm_ps,Item name,64,容器：5.45x39mm 鋼芯彈
03372,item.name.container_5_45x39mm_bt,Item name,64,容器：5.45x39mm 曳光彈
03373,item.name.container_5_45x39mm_bp,Item name,64,容器：5.45x39mm 穿甲彈
03374,item.name.container_5_45x39mm_horizon,Item name,64,容器：5.45x39mm 地平線彈
03375,item.name.container_5_45x39mm_hp,Item name,64,容器：5.45x39mm 空尖彈
03376,item.name.container_5_45x39mm_subsonic,Item name,64,容器：5.45x39mm 亞音速彈
03377,item.name.container_5_56x45mm_m855,Item name,64,容器：5.56x45mm m855 彈
03378,item.name.container_5_56x45mm_hp,Item name,64,容器：5.56x45mm 空尖彈
03379,item.name.container_5_56x45mm_m995,Item name,64,容器：5.56x45mm m995 彈
03380,item.name.container_5_56x45mm_subsonic,Item name,64,容器：5.56x45mm 亞音速彈
03381,item.name.container_5_7x28mm_r37,Item name,64,容器：5.7x28mm R37彈
03382,item.name.container_5_7x28mm_ss190,Item name,64,容器：5.7x28mm SS190彈
03383,item.name.container_5_7x28mm_subsonic,Item name,64,容器：5.7x28mm 亞音速彈
03384,item.name.container_7_62x25mm_fmj,Item name,64,容器：7.62x25mm 全金屬被甲彈
03385,item.name.container_7_62x25mm_pst,Item name,64,容器：7.62x25mm 鋼芯彈
03386,item.name.container_7_62x25mm_chemical,Item name,64,容器：7.62x25mm 化學彈
03387,item.name.container_7_62x39mm_ps,Item name,64,容器：7.62x39mm 鋼芯彈
03388,item.name.container_7_62x39mm_bp,Item name,64,容器：7.62x39mm 穿甲彈
03389,item.name.container_7_62x39mm_hp,Item name,64,容器：7.62x39mm 空尖彈
03390,item.name.container_7_62x39mm_subsonic,Item name,64,容器：7.62x39mm 亞音速彈
03391,item.name.container_7_62x51mm_m80,Item name,64,容器：7.62x51mm m80 彈
03392,item.name.container_7_62x51mm_fmj,Item name,64,容器：7.62x51mm 全金屬被甲彈
03393,item.name.container_7_62x51mm_m61,Item name,64,容器：7.62x51mm m61 彈
03394,item.name.container_7_62x54r_mm_ps,Item name,64,容器：7.62x54Rmm 鋼芯彈
03395,item.name.container_7_62x54rmm_snb,Item name,64,容器：7.62x54Rmm SNB 彈
03396,item.name.container_9x18mm_ps,Item name,64,容器：9x18mm 鋼芯彈
03397,item.name.container_9x18mm_pbm,Item name,64,容器：9x18mm PBM彈
03398,item.name.container_9x19mm_pso,Item name,64,容器：9x19mm 運動彈
03399,item.name.container_9x19mm_ap,Item name,64,容器：9x19mm 穿甲彈
03400,item.name.container_9x19mm_subsonic,Item name,64,容器：9x19mm 亞音速彈
03401,item.name.container_9x39mm_sp_5,Item name,64,容器：9x39mm SP-5彈
03402,item.name.container_9x39mm_bp,Item name,64,容器：9x39mm 穿甲彈
03403,item.name.container_scrap_ammo,Item name,64,容器：廢棄彈藥
03404,item.name.container_scrap_armor,Item name,64,容器：廢棄護甲
03405,item.name.container_scrap_food,Item name,64,容器：廢棄食物
03406,item.name.container_scrap_material,Item name,64,容器：廢棄材料
03407,item.name.container_scrap_meds,Item name,64,容器：廢棄藥品
03408,item.name.container_scrap_weapon,Item name,64,容器：廢棄武器
03409,tutorial.find_the_body_to_the_east,Tutorial text,64,找到東邊的遺體
03410,faction.inter.turn_on,Interfactions,48,打開
03411,faction.inter.volume_up,Interfactions,48,調大音量
03412,faction.inter.volume_down,Interfactions,48,調小音量
03413,faction.inter.next_track,Interfactions,48,下一曲
03414,faction.inter.add_cassette,Interfactions,48,放入磁帶
03415,faction.inter.enable_loop,Interfactions,48,開啓循環
03416,faction.inter.disable_loop,Interfactions,48,關閉循環
03417,item.cassette_take_u_there,Cassette item,64,磁帶：Take U There
03418,item.cassette_fog_of_moscow,Cassette item,64,磁帶：Fog of Moscow
03419,item.cassette_freezing_hands_meet_piano,Cassette item,64,磁帶：Freezing Hands Meet Piano
03420,item.cassette_freue_uns_alle,Cassette item,64,磁帶：Freue Uns Alle
03421,item.cassette_happy_hour_fiesta_time,Cassette item,64,磁帶：Happy Hour Fiesta Time
03422,item.cassette_honky_tonk_shuffle,Cassette item,64,磁帶：Honky Tonk Shuffle
03423,item.cassette_in_saint_petersburg,Cassette item,64,磁帶：In Saint Petersburg
03424,item.cassette_marcha_del_toro_real,Cassette item,64,磁帶：Marcha del Toro Real
03425,item.cassette_my_kitchen_is_my_kingdom,Cassette item,64,磁帶：My Kitchen Is My Kingdom
03426,item.cassette_outside_st_petersburg,Cassette item,64,磁帶：Outside St. Petersburg
03427,item.cassette_ragtime_jam,Cassette item,64,磁帶：Ragtime Jam
03428,item.cassette_rush_to_russia,Cassette item,64,磁帶：Rush to Russia
03429,item.cassette_scandinavian_folk_25,Cassette item,64,磁帶：Scandinavian Folk 25
03430,item.cassette_schnitzel_waltz,Cassette item,64,磁帶：Schnitzel Waltz
03431,item.cassette_tanz_mein_liebe,Cassette item,64,磁帶：Tanz Mein Liebe
03432,item.cassette_kyle_campfire_guitar,Cassette item,64,磁帶：Kyle Campfire Guitar
03433,trade.barter.camera_s_battery,Barter,72,攝像機電池
03434,quest.name.get_some_music,Quest names,64,搞點音樂
03435,quest.desc.hey_hunter_see_that_radio_next_to_me,Quest descriptions,1024,嗨，獵人！看到我旁邊這臺收音機了嗎？\n它需要一種特殊的電池。現在在扎科夫，這玩意兒可不好找。\n我之前派亞基姆和瓦迪姆去森林的地下電視臺找過。那是向整個扎科夫放送廣播更新的地方。\n他們說找到了一塊...但遭到了“襲擊”，只好把它扔在那兒跑了。\n你去把這活收個尾怎麼樣？\n一旦弄到那塊電池，我們也許就能在地堡裏聽點音樂了。
03436,npc.interaction.default,"User Interface, interaction with NPC",1400,默認
03437,train.skin.end_game,"User Interface, interaction with NPC",1400,終點站
03438,ui.you_cant_leave_with_a_container_in_the,User Interface,128,無法攜帶收納盒離開地堡
03439,crafting.menu.containers,Crafting Menu,24,收納盒
03440,settings.display_markers_to_help_locating_npc,Setting description,128,顯示標記以輔助定位地堡內的 NPC
03441,settings.gameplay.automatically_close_the_pda_when_hit,Gameplay setting tooltip,128,在受到攻擊時自動關閉個人終端
03442,settings.gameplay.automatically_close_the_inventory_when,Gameplay setting tooltip,128,在受到攻擊時自動關閉物品欄
03443,map.teleport.shooting_range,Teleport Location,16,大型試槍區
03444,ui.shootingrange.hit_upper,Shooting range displayed data,16,命中
03445,ui.shootingrange.glance,Shooting range displayed data,16,跳彈
03446,general.weapon,General use word,32,武器
03447,item.context.detach_scope,Item Context Usage,12,拆卸瞄準鏡
03448,item.context.detach_magazine,Item Context Usage,12,拆卸彈匣
03449,tutorial.to_open_the_device,Tutorial text,128, 打開裝置
03450,tutorial.click_on_the_map_icon,Tutorial text,128, 點擊地圖圖標
03451,map.minimap.find_the_letter,Minimap UI,32,尋找信件
03452,ui.expert_hunter,"User Interface, exit screen",40,專家獵人
03453,ui.specialist_hunter,"User Interface, exit screen",40,特級獵人
03454,ui.advanced_hunter,"User Interface, exit screen",40,高級獵人
03455,stats.experience.unknown_hunter,Stat experience names,64,無名獵人
03456,ui.train_type_set,User Interface,128,已設定列車塗裝
03457,npc.interaction.train_type,"User Interface, interaction with NPC",1400,列車塗裝
03458,ui.shootingrange.to_place_a_dumm y,"User Interface, shooting range",40,放置假人
03459,ui.play_prologue,User Interface,40,遊玩序章
03460,dialogue.here_s_the_letter,Dialogue,64,這裏有給你的信
03461,difficulty.menu.custom,Difficulty Menu,32,自定義
03462,chest.box,Chests,64,箱子
03463,npc.train,NPCs,48,火車
03464,ui.in_stash,User Interface,40,儲藏
03465,faction.inter.give_medkit,Interfactions,48,送出醫療包
03466,tutorial.let_s_trade,Tutorial text,128,來交易吧
03467,tutorial.letter_for_barman,Tutorial text,128,給酒保的信
03468,stats.boss_valentin,Stats,48,首領：瓦倫丁
03469,stats.boss_devil,Stats,48,首領：惡魔
03470,stats.boss_commander_voss,Stats,48,首領：沃斯指揮官
03471,settings.video.borderless_when_fullscreen,Video settings,64,全屏無邊框
03472,settings.gameplay.gamepad_aim_assist,Gameplay settings,64,手把輔助瞄準
03473,settings.gameplay.npc_markers,Gameplay settings,64,NPC標記
03474,settings.auto_close_inventory,Setting option,128,自動關閉物品欄
03475,settings.auto_close_pda,Setting option,128,自動關閉個人終端
03476,menu.main.new,Main menu,64,新
03477,npc.serge_nt_desya_popo,NPCs,48,德西亞·波波中士
03478,misc.32.paiga_12_20_round_magazine_item_name,item name,32,Paiga-12 的20發彈匣
03479,misc.32.paiga_12_tactical_handguard_item_name,Weapon Mods,64,Paiga-12 戰術護木
03480,dialogue.horizon_docks_alt,Dialogue,None,是啊，都傳開了，工業區來了一幫自稱“地平線”的新勢力。\n既不是軍隊也不是強盜，倒像是一身精良裝備且心懷鬼胎的企業武裝。\n他們封鎖了碼頭，膽敢靠近的人……全都人間蒸發了。
03481,npc.name.ivan,NPC name,48,伊萬
03482,npc.name.vasiliy,NPC name,48,瓦西里
03483,npc.name.petr,NPC name,48,彼得
03484,npc.name.mikhail,NPC name,48,米哈伊爾
03485,npc.name.fedor,NPC name,48,費奧多爾
03486,npc.name.alexey,NPC name,48,阿列克謝
03487,npc.name.semen,NPC name,48,謝苗
03488,npc.name.egor,NPC name,48,葉戈爾
03489,npc.name.pavel,NPC name,48,帕維爾
03490,npc.name.nikolay,NPC name,48,尼古拉
03491,npc.name.andrey,NPC name,48,安德烈
03492,npc.name.makar,NPC name,48,馬卡爾
03493,npc.name.nikita,NPC name,48,尼基塔
03494,npc.name.zakhar,NPC name,48,扎哈爾
03495,npc.name.boris,NPC name,48,鮑里斯
03496,npc.name.yacov,NPC name,48,雅科夫
03497,npc.name.grigoriy,NPC name,48,格里戈里
03498,npc.name.roman,NPC name,48,羅曼
03499,npc.name.sergey,NPC name,48,謝爾蓋
03500,npc.name.alexandr,NPC name,48,亞歷山大
03501,npc.name.dmitriy,NPC name,48,德米特里
03502,npc.name.ilya,NPC name,48,伊利亞
03503,npc.name.maksim,NPC name,48,馬克西姆
03504,npc.name.anton,NPC name,48,安東
03505,npc.name.taras,NPC name,48,塔拉斯
03506,npc.name.filip,NPC name,48,菲利普
03507,npc.name.bogdan,NPC name,48,波格丹
03508,npc.name.matvey,NPC name,48,馬特維
03509,npc.name.myron,NPC name,48,米隆
03510,npc.name.denis,NPC name,48,丹尼斯
03511,npc.name.gavrila,NPC name,48,加夫里拉
03512,npc.name.afanasiy,NPC name,48,阿法納西
03513,npc.name.danil,NPC name,48,達尼爾
03514,npc.name.timofey,NPC name,48,季莫費
03515,npc.name.efim,NPC name,48,葉菲姆
03516,npc.name.nazar,NPC name,48,納扎爾
03517,npc.name.rodion,NPC name,48,羅季翁
03518,npc.name.klim,NPC name,48,克利姆
03519,npc.name.prokhor,NPC name,48,普羅霍爾
03520,npc.name.potap,NPC name,48,波塔普
03521,npc.name.trofim,NPC name,48,特羅菲姆
03522,npc.name.kirill,NPC name,48,基里爾
03523,npc.name.konstantin,NPC name,48,康斯坦丁
03524,npc.name.lev,NPC name,48,列夫
03525,npc.name.artem,NPC name,48,阿爾喬姆
03526,npc.name.gleb,NPC name,48,格列布
03527,npc.name.panchenko,NPC name,48,潘琴科
03528,npc.name.ulyanov,NPC name,48,烏里揚諾夫
03529,npc.name.ostryi,NPC name,48,奧斯特里
03530,npc.name.firsov,NPC name,48,菲爾索夫
03531,npc.name.minaev,NPC name,48,米納耶夫
03532,npc.name.akimchuk,NPC name,48,阿基姆丘克
03533,npc.name.elizarov,NPC name,48,葉利扎羅夫
03534,npc.name.chernichenkov,NPC name,48,切爾尼琴科夫
03535,npc.name.dubets,NPC name,48,杜貝茨
03536,npc.name.bazhenov,NPC name,48,巴熱諾夫
03537,npc.name.blinchenko,NPC name,48,布林琴科
03538,npc.name.ustinov,NPC name,48,烏斯季諾夫
03539,npc.name.zolottsev,NPC name,48,佐洛採夫
03540,npc.name.shulga,NPC name,48,舒利加
03541,npc.name.oleynikov,NPC name,48,奧列伊尼科夫
03542,npc.name.tretyachenkov,NPC name,48,特列季亞琴科夫
03543,npc.name.efremchuk,NPC name,48,葉弗列姆丘克
03544,npc.name.lavrov,NPC name,48,拉夫羅夫
03545,npc.name.kornev,NPC name,48,科爾涅夫
03546,npc.name.karasyuk,NPC name,48,卡拉修克
03547,npc.name.belikov,NPC name,48,別利科夫
03548,npc.name.fadeev,NPC name,48,法捷耶夫
03549,npc.name.agaptsev,NPC name,48,阿加普採夫
03550,npc.name.shuvalov,NPC name,48,舒瓦洛夫
03551,npc.name.shirokov,NPC name,48,希羅科夫
03552,npc.name.ryaboi,NPC name,48,里亞博伊
03553,npc.name.gonchar,NPC name,48,貢恰爾
03554,npc.name.andrianov,NPC name,48,安德里亞諾夫
03555,npc.name.isakovskikh,NPC name,48,伊薩科夫斯基赫
03556,npc.name.daniltsev,NPC name,48,達尼利採夫
03557,npc.name.gorbatenko,NPC name,48,戈爾巴堅科
03558,npc.name.zubov,NPC name,48,祖博夫
03559,npc.name.troshin,NPC name,48,特羅申
03560,npc.name.kornevich,NPC name,48,科爾涅維奇
03561,npc.name.terentyev,NPC name,48,特連季耶夫
03562,npc.name.moskvin,NPC name,48,莫斯克文
03563,npc.name.surkov,NPC name,48,蘇爾科夫
03564,npc.name.zimenko,NPC name,48,濟緬科
03565,npc.name.tikhonovich,NPC name,48,吉洪諾維奇
03566,npc.name.malinin,NPC name,48,馬利寧
03567,npc.name.abramov,NPC name,48,阿布拉莫夫
03568,npc.name.moiseev,NPC name,48,莫伊謝耶夫
03569,npc.name.kartashov,NPC name,48,卡爾塔紹夫
03570,npc.name.kulagin,NPC name,48,庫拉金
03571,npc.name.dyakov,NPC name,48,季亞科夫
03572,npc.name.krylov,NPC name,48,克雷洛夫
03573,npc.name.sitnikov,NPC name,48,錫特尼科夫
03574,npc.name.melnik,NPC name,48,梅爾尼克
03575,npc.name.gorlovsky,NPC name,48,戈爾洛夫斯基
03576,npc.name.ozerov,NPC name,48,奧澤羅夫
03577,npc.name.pozdnyakov,NPC name,48,波茲德尼亞科夫
03578,npc.name.vorontsov,NPC name,48,沃龍佐夫
03579,npc.name.astafiev,NPC name,48,阿斯塔菲耶夫
03580,npc.name.voron,NPC name,48,沃龍
03581,npc.name.bychenkov,NPC name,48,貝琴科夫
03582,npc.name.ivanov,NPC name,48,伊萬諾夫
03583,npc.name.larchuk,NPC name,48,拉爾丘克
03584,npc.name.kalachovsky,NPC name,48,卡拉喬夫斯基
03585,npc.name.subbotin,NPC name,48,蘇博京
03586,npc.name.ushakovskiy,NPC name,48,烏沙科夫斯基
03587,npc.name.prokofyenko,NPC name,48,普羅科菲延科
03588,npc.name.ulyanovsk,NPC name,48,烏里揚諾夫斯克
03589,npc.name.chernyshov,NPC name,48,切爾內紹夫
03590,npc.name.antonov,NPC name,48,安東諾夫
03591,npc.name.gorelov,NPC name,48,戈列洛夫
03592,npc.name.leonidov,NPC name,48,列昂尼多夫
03593,npc.name.sevastyanov,NPC name,48,謝瓦斯季亞諾夫
03594,npc.name.belkin,NPC name,48,別爾金
03595,npc.name.samsonov,NPC name,48,薩姆索諾夫
03596,npc.name.shestak,NPC name,48,謝斯塔克
03597,npc.name.berezin,NPC name,48,別列津
03598,npc.name.karpovich,NPC name,48,卡爾波維奇
03599,npc.name.rozanov,NPC name,48,羅扎諾夫
03600,npc.name.balashov,NPC name,48,巴拉紹夫
03601,npc.name.zharov,NPC name,48,扎羅夫
03602,npc.name.eremeytsev,NPC name,48,葉列梅採夫
03603,npc.name.shuvaltsev,NPC name,48,舒瓦利採夫
03604,npc.name.lyubimov,NPC name,48,柳比莫夫
03605,npc.name.kolosov,NPC name,48,科洛索夫
03606,npc.name.ershov,NPC name,48,葉爾紹夫
03607,npc.name.arkadiev,NPC name,48,阿爾卡季耶夫
03608,npc.name.shaposhnik,NPC name,48,沙波什尼克
03609,npc.name.sakharov,NPC name,48,薩哈羅夫
03610,npc.name.dolzhenkov,NPC name,48,多爾任科夫
03611,npc.name.zlobich,NPC name,48,茲洛比奇
03612,npc.name.gubich,NPC name,48,古比奇
03613,npc.name.james,NPC name,48,詹姆斯
03614,npc.name.robert,NPC name,48,羅伯特
03615,npc.name.john,NPC name,48,約翰
03616,npc.name.michael,NPC name,48,邁克爾
03617,npc.name.david,NPC name,48,大衛
03618,npc.name.william,NPC name,48,威廉
03619,npc.name.richard,NPC name,48,理查德
03620,npc.name.joseph,NPC name,48,約瑟夫
03621,npc.name.thomas,NPC name,48,托馬斯
03622,npc.name.charles,NPC name,48,查爾斯
03623,npc.name.christopher,NPC name,48,克里斯托弗
03624,npc.name.daniel,NPC name,48,丹尼爾
03625,npc.name.matthew,NPC name,48,馬修
03626,npc.name.anthony,NPC name,48,安東尼
03627,npc.name.donald,NPC name,48,唐納德
03628,npc.name.steven,NPC name,48,史蒂文
03629,npc.name.paul,NPC name,48,保羅
03630,npc.name.andrew,NPC name,48,安德魯
03631,npc.name.joshua,NPC name,48,約書亞
03632,npc.name.kenneth,NPC name,48,肯尼斯
03633,npc.name.kevin,NPC name,48,凱文
03634,npc.name.brian,NPC name,48,布萊恩
03635,npc.name.george,NPC name,48,喬治
03636,npc.name.timothy,NPC name,48,蒂莫西
03637,npc.name.ronald,NPC name,48,羅納德
03638,npc.name.edward,NPC name,48,愛德華
03639,npc.name.jason,NPC name,48,傑森
03640,npc.name.jeffrey,NPC name,48,傑弗裏
03641,npc.name.ryan,NPC name,48,瑞恩
03642,npc.name.jacob,NPC name,48,雅各布
03643,npc.name.gary,NPC name,48,加里
03644,npc.name.nicholas,NPC name,48,尼古拉斯
03645,npc.name.eric,NPC name,48,埃裏克
03646,npc.name.jonathan,NPC name,48,喬納森
03647,npc.name.stephen,NPC name,48,斯蒂芬
03648,npc.name.larry,NPC name,48,拉里
03649,npc.name.justin,NPC name,48,賈斯汀
03650,npc.name.scott,NPC name,48,斯科特
03651,npc.name.brandon,NPC name,48,布蘭登
03652,npc.name.benjamin,NPC name,48,本傑明
03653,npc.name.samuel,NPC name,48,塞繆爾
03654,npc.name.gregory,NPC name,48,格雷戈裏
03655,npc.name.alexander,NPC name,48,亞歷山大
03656,npc.name.frank,NPC name,48,弗蘭克
03657,npc.name.patrick,NPC name,48,帕特里克
03658,npc.name.raymond,NPC name,48,雷蒙德
03659,npc.name.jack,NPC name,48,傑克
03660,npc.name.dennis,NPC name,48,丹尼斯
03661,npc.name.jerry,NPC name,48,傑瑞
03662,npc.name.tyler,NPC name,48,泰勒
03663,npc.name.aaron,NPC name,48,亞倫
03664,npc.name.jose,NPC name,48,何塞
03665,npc.name.adam,NPC name,48,亞當
03666,npc.name.nathan,NPC name,48,內森
03667,npc.name.henry,NPC name,48,亨利
03668,npc.name.peter,NPC name,48,彼得
03669,npc.name.smith,NPC name,48,史密斯
03670,npc.name.johnson,NPC name,48,約翰遜
03671,npc.name.williams,NPC name,48,威廉姆斯
03672,npc.name.brown,NPC name,48,布朗
03673,npc.name.jones,NPC name,48,瓊斯
03674,npc.name.miller,NPC name,48,米勒
03675,npc.name.davis,NPC name,48,戴維斯
03676,npc.name.wilson,NPC name,48,威爾遜
03677,npc.name.anderson,NPC name,48,安德森
03678,npc.name.taylor,NPC name,48,泰勒
03679,npc.name.moore,NPC name,48,摩爾
03680,npc.name.jackson,NPC name,48,傑克遜
03681,npc.name.martin,NPC name,48,馬丁
03682,npc.name.lee,NPC name,48,李
03683,npc.name.thompson,NPC name,48,湯普森
03684,npc.name.white,NPC name,48,懷特
03685,npc.name.harris,NPC name,48,哈里斯
03686,npc.name.clark,NPC name,48,克拉克
03687,npc.name.lewis,NPC name,48,劉易斯
03688,npc.name.robinson,NPC name,48,羅賓遜
03689,npc.name.walker,NPC name,48,沃克
03690,npc.name.young,NPC name,48,楊
03691,npc.name.allen,NPC name,48,艾倫
03692,npc.name.king,NPC name,48,金
03693,npc.name.wright,NPC name,48,賴特
03694,npc.name.hill,NPC name,48,希爾
03695,npc.name.adams,NPC name,48,亞當斯
03696,npc.name.nelson,NPC name,48,納爾遜
03697,npc.name.baker,NPC name,48,貝克
03698,npc.name.hall,NPC name,48,霍爾
03699,npc.name.campbell,NPC name,48,坎貝爾
03700,npc.name.mitchell,NPC name,48,米切爾
03701,npc.name.carter,NPC name,48,卡特
03702,npc.name.roberts,NPC name,48,羅伯茨
03703,npc.name.ward,NPC name,48,沃德
03704,npc.name.sanders,NPC name,48,桑德斯
03705,npc.name.hopkins,NPC name,48,霍普金斯
03706,npc.name.richardson,NPC name,48,理查森
03707,npc.name.bishop,NPC name,48,畢曉普
03708,npc.name.dean,NPC name,48,迪恩
03709,misc.insert.here_s_the_first_one,Insert,256,這是第一個……
03710,misc.insert.all_of_them_should_be_the_exact_same,Insert,256,所有的應該都一模一樣。
03711,misc.insert.i_just_have_to_find_them,Insert,256,我只需要找到它們就行。
03712,npc.text.i_cannot_give_you_any_equipment_hunter,NPC text,96,我不能給你裝備，獵人...
03713,npc.text.your_money_conbined_with_inventory,NPC text,96,你還沒到山窮水盡的地步。
03714,misc.insert.i_think_the_bunker_exit_is_in_the_south,Insert,256,我想地堡出口應該在南邊。
03715,misc.insert.if_you_want_to_live_you_should_equip_a,Insert,256,想活命的話就裝備上一把槍。
03716,quest.kill.green_army_soldier,Quest kill,48,綠軍士兵
03717,quest.kill.cc_soldier,Quest kill,48,深紅公司士兵
03718,misc.insert.scrap_armor,Insert,256,廢棄護甲
03719,ui.not_enough_roubles,User Interface,128,盧布不足
03720,misc.insert.corp,Insert,256,公司
03721,ui.you_have_to_uninstall_the_attachments,User Interface,128,必須先拆卸護木上的配件
03722,ui.you_have_to_uninstall_the_muzzle_flash,User Interface,128,必須先拆卸槍口配件
03723,ui.you_have_to_uninstall_the_handguard,User Interface,128,必須先拆卸護木
03724,misc.insert.crystallized,Insert,256,結晶化
03725,misc.insert.accept_and_play,Insert,256,接受並遊玩
03726,misc.insert.play_without_analytics,Insert,256,拒絕分析並遊玩
03727,misc.insert.our_privacy_policy,Insert,256,我們的隱私政策
03728,misc.insert.gameanalytics_privacy_policy,Insert,256,遊戲分析隱私政策
03729,misc.insert.bandit_b01_armor,Insert,256,強盜B01 護甲
03730,misc.insert.bandit_b02_armor,Insert,256,強盜B02 護甲
03731,misc.insert.bandit_b03_armor,Insert,256,強盜B03 護甲
03732,misc.insert.bandit_b04_armor,Insert,256,強盜B04 護甲
03733,misc.insert.valentin_armor,Insert,256,瓦倫丁護甲
03734,misc.insert.valentin,Insert,256,瓦倫丁
03735,misc.insert.mutated_crystal_armor,Insert,256,變異晶體護甲
03736,misc.insert.lazar_armor,Insert,256,拉扎爾護甲
03737,misc.insert.orel_armor,Insert,256,奧廖爾護甲
03738,misc.insert.nu01_armor,Insert,256,NU01 護甲
03739,misc.insert.nu02_armor,Insert,256,NU02 護甲
03740,misc.insert.nu03_armor,Insert,256,NU03 護甲
03741,misc.insert.armor_wa_0,Insert,256,WA-0 護甲
03742,misc.insert.armor_wa_1,Insert,256,WA-1 護甲
03743,misc.insert.armor_wa_2,Insert,256,WA-2 護甲
03744,misc.insert.armor_wa_3,Insert,256,WA-3 護甲
03745,misc.insert.wa_cyclops_suit,Insert,256,WA 獨眼巨人防護服
03746,misc.insert.crystal_backpack,Insert,256,晶體背包
03747,misc.insert.nu_backpack,Insert,256,NU 背包
03748,misc.insert.rs_25,Insert,256,RS 25
03749,misc.insert.repair_kit_for_the_power_grid,Insert,256,電網修理包
03750,misc.insert.you_have_already_joined_the_green_army,Insert,256,你已加入綠軍
03751,misc.insert.contruction_area,Insert,256,工地
03752,misc.insert.soldier,Insert,256,士兵
03753,npc.captain,NPCs,48,隊長
03754,misc.insert.valentin_s_guard,Insert,256,瓦倫丁的衛兵
03755,misc.insert.quest_generation,Insert,256,任務生成
03756,misc.insert.dr,Insert,256,醫生
03757,misc.insert.strange,Insert,256,奇怪
03758,misc.insert.sergeant,Insert,256,中士
03759,misc.insert.desya,Insert,256,德夏
03760,misc.insert.this_is_none_of_your_business_hunter,Insert,1400,這不關你的事，獵人。
03761,misc.insert.just_chilling_drinking_vodka_smoking,Insert,1400,放鬆一下，喝喝伏特加，抽抽菸。\n就這些。
03762,misc.insert.zero_sievert_has_been_updated_to_version,Insert,256,《ZERO Sievert》已更新至版本 
03763,misc.insert.savedata_conflict,Insert,256,存檔衝突
03764,misc.insert.we_did_not_find_savedata_stored_in_the,Insert,256,系統未在雲端找到存檔數據，但在此裝置上找到了本地存檔。\n\n如果選擇刪除本地存檔，此存檔將從裝置中永久移除，且不會上傳至雲端存儲。\n\n如果選擇保留本地存檔，它將被上傳至雲端存儲。
03765,misc.insert.we_found_local_savedata_that_will_be,Insert,256,系統發現本地存檔即將被雲端的新存檔覆蓋。\n\n如果選擇刪除本地存檔，此存檔將從此裝置中永久移除，且不會上傳至雲端存儲。\n\n如果選擇保留本地存檔，此存檔將被上傳至雲端存儲。
03766,ammo.caliber.45,Bullet Calibers,16,.45 ACP
03767,chest.igor_collected_label,Chests,64,伊戈爾蒐集的雜物
